95.2863	3.3882	82.8835
95.2565	3.3716	82.7529
95.2186	3.3682	82.7474
95.1762	3.3653	82.7701
95.1296	3.3648	82.8174
95.0772	3.3628	82.8462
95.0257	3.3594	82.8676
94.9754	3.3467	82.8110
94.9172	3.3464	82.8515
94.8581	3.3449	82.8897
94.7951	3.3384	82.9033
94.7304	3.3332	82.9282
94.6622	3.3284	82.9545
94.5959	3.3194	82.9612
94.5259	3.3122	82.9748
94.4550	3.3047	82.9922
94.3841	3.2973	83.0062
94.3122	3.2909	83.0347
94.2393	3.2852	83.0649
94.1642	3.2777	83.0859
94.0892	3.2691	83.1019
94.0100	3.2603	83.1217
93.9327	3.2510	83.1386
93.8580	3.2369	83.1074
93.7803	3.2321	83.1520
93.6993	3.2282	83.2144
64.5468	-0.3179	81.7488
59.5046	-0.9679	81.3958
56.7814	-1.2930	81.2643
53.9214	-1.5859	81.2109
47.8617	-2.0638	81.6009
44.6804	-2.3664	81.6913
41.4068	-2.6133	81.9290
35.1721	-3.0203	82.4519
31.6581	-3.1672	82.7953
28.0630	-3.2899	83.1867
20.8687	-3.5180	83.9602
17.4977	-3.6168	84.3464
14.2517	-3.6077	84.6486
8.3922	-3.6485	85.1835
5.3250	-3.8456	85.2339
1.9059	-3.6699	85.5428
-4.1811	-3.6185	85.7665
-8.8387	-3.6162	85.8701
-12.2482	-3.6277	86.0329
-18.9519	-3.4195	86.3756
-21.1922	-3.2952	86.5196
-24.5208	-3.1178	86.6969
-31.0525	-2.7368	86.9321
-35.2914	-2.4553	87.0228
-38.4371	-2.2209	87.1340
-43.9779	-1.6988	87.4713
-46.6776	-1.4393	87.7288
-49.0351	-1.2865	87.6261
-54.2489	-0.6941	87.7008
-56.0750	-0.5174	87.6874
-59.5901	-0.2891	87.5637
-64.7056	0.1631	87.1979
-66.4945	0.2851	87.0203
-70.2944	0.5489	86.6512
-75.4668	0.9413	86.1471
-79.9284	1.2370	85.6396
-83.4967	1.4782	85.2425
-91.2067	2.1051	84.4572
-93.9267	2.3204	84.1918
-99.6485	2.8013	83.7422
-108.8796	3.5170	82.7758
-113.7445	3.9236	82.3959
-118.7821	4.3870	82.0135
-128.4243	5.2460	81.5329
-132.0021	5.5285	81.3681
-138.9972	6.0028	81.0611
-148.5973	6.6461	80.5542
-153.3810	6.9350	80.0932
-156.7168	7.0938	79.6117
-169.5557	7.5445	78.0549
-175.0549	7.6423	77.4131
179.5629	7.5364	76.6359
168.9384	7.1822	74.7905
163.5536	7.0415	74.0628
159.9347	6.8760	73.4431
147.4182	6.2638	71.7268
143.8839	6.0749	71.2223
136.9297	5.6525	70.3859
126.8406	4.9676	69.5027
121.9785	4.6282	69.1946
117.2881	4.2808	69.0123
110.5638	3.7918	68.8246
105.0798	3.2522	68.3509
100.9933	2.8187	68.0536
91.9665	1.9232	67.2695
87.5663	1.4666	66.8643
83.2378	0.9307	66.4982
75.8474	-0.0215	65.8121
69.7007	-0.7904	65.3280
64.9293	-1.3306	65.1041
54.9344	-2.4093	64.7583
49.7337	-2.9605	64.7145
46.1905	-3.3298	64.7364
35.0839	-4.2967	65.1603
27.1690	-4.7469	65.8223
23.0640	-4.8830	66.3119
8.5734	-5.0815	68.3899
4.5058	-5.0350	69.0720
-3.4634	-4.9339	70.0546
-14.6155	-4.5887	71.3923
-21.0363	-4.2964	72.2782
-25.4378	-3.9906	72.8116
-40.5790	-3.0721	74.4800
-44.8232	-2.8418	74.8085
-53.3594	-2.1854	75.4888
-66.3875	-0.9535	76.3004
-72.9157	-0.3192	76.5172
-79.3969	0.3525	76.6588
-92.0912	1.7017	76.6811
-96.2700	2.1486	76.6211
-104.5925	3.0430	76.4507
-114.8354	4.1423	76.0541
-122.7198	4.9292	75.7727
-126.5629	5.3153	75.6333
-139.2460	6.2529	74.4013
-142.8996	6.4677	73.8821
-150.5427	6.8451	72.6721
-161.1252	7.1753	71.0961
-166.9596	7.2888	70.0862
-170.8310	7.2954	69.4863
177.5440	7.2038	67.8842
169.6173	6.9217	66.7223
163.5104	6.5712	65.7420
150.8072	5.7078	63.6802
146.4779	5.4135	63.1688
137.6116	4.7977	62.3255
126.7193	3.9106	61.3216
118.2419	3.0606	60.6098
111.7041	2.4690	60.1137
97.9864	1.2502	60.0331
93.2938	0.8050	60.2801
83.9912	-0.2052	60.5137
72.5248	-1.4966	60.7970
63.1602	-2.3559	61.5035
55.8709	-2.9332	62.0797
42.4234	-3.9622	63.1574
35.0751	-4.4318	63.8420
27.8039	-4.8442	64.4742
13.1403	-5.2468	65.9880
5.8725	-5.2776	66.8458
-1.3326	-5.2242	67.6675
-15.4014	-4.8521	69.3149
-20.0005	-4.6715	69.8998
-29.0572	-4.1332	70.7991
-42.3821	-3.2282	71.9683
-46.8042	-2.8121	72.2199
-55.6688	-2.0271	72.6102
-69.2243	-0.6199	73.0092
-75.9980	0.0806	73.2312
-80.4156	0.5590	73.3212
-93.4622	1.9420	73.2127
-99.8828	2.6079	72.9821
-108.4233	3.5021	72.5223
-120.3797	4.6125	71.2991
-127.1726	5.1952	70.7055
-131.7985	5.5400	70.1682
-148.0798	6.6054	68.6959
-155.0771	6.9322	68.1396
-162.0438	7.1949	67.6599
-175.7176	7.4073	66.4838
177.4124	7.4659	66.0488
170.5545	7.4407	65.5445
156.8599	7.0045	64.5567
152.4045	6.7751	64.3323
143.8606	6.3565	64.1545
132.0226	5.7276	64.4567
126.4067	5.3337	64.5971
121.0324	4.9422	64.9200
110.7569	4.0987	65.3348
107.2211	3.8264	65.4764
99.9765	3.1228	65.3323
90.4426	2.1357	65.2963
85.7008	1.6497	65.0818
81.2840	1.2321	64.9358
73.0003	0.4557	64.8824
68.9600	0.0750	64.9095
65.1463	-0.2925	64.9494
58.3247	-0.8638	65.0278
55.0040	-1.1164	65.1444
51.7093	-1.3586	65.2515
46.2055	-1.7126	65.4365
42.6570	-1.9279	65.5981
40.5545	-2.0324	65.7134
36.7742	-2.2070	66.0322
34.8663	-2.2706	66.1662
33.4867	-2.2999	66.3110
29.0107	-2.4257	66.8404
26.0897	-2.5066	67.1913
23.9930	-2.5574	67.4073
19.9790	-2.5962	67.7174
18.4291	-2.6153	67.8237
16.7784	-2.6600	67.9056
14.8621	-2.7114	67.9440
12.7177	-2.7437	67.9808
11.4528	-2.7360	68.0359
9.1839	-2.7347	68.1333
8.5419	-2.7517	68.1485
7.3068	-2.7672	68.1086
5.5677	-2.7273	68.1536
4.8225	-2.7142	68.1720
4.3681	-2.7055	68.1815
2.9882	-2.7063	68.0462
2.6494	-2.6892	68.0129
2.0118	-2.6595	67.9529
1.1941	-2.6783	67.7917
0.4884	-2.6782	67.6287
0.1303	-2.6594	67.5699
-1.0585	-2.6217	67.3589
-1.2997	-2.6308	67.2954
-1.8659	-2.6563	67.0720
-2.5149	-2.6753	66.6735
-2.7685	-2.6770	66.4788
-2.9179	-2.6840	66.3476
-3.2890	-2.7354	65.8604
-3.3370	-2.7407	65.7221
-3.3654	-2.7448	65.4457
-3.2827	-2.8129	64.9423
-3.2091	-2.8608	64.6565
-3.1721	-2.8600	64.5104
-2.9866	-2.9041	63.9663
-2.9450	-2.9265	63.8282
-2.8720	-2.9555	63.6110
-2.6967	-2.9782	63.2023
-2.5974	-2.9722	63.0294
-2.4377	-2.9830	62.8354
-2.1494	-3.0570	62.4227
-2.0181	-3.0834	62.2226
-1.8681	-3.1178	61.9560
-1.6375	-3.1845	61.4640
-1.5455	-3.2397	61.2075
-1.4699	-3.2911	60.9456
-1.3561	-3.3745	60.3830
-1.3429	-3.3936	60.2014
-1.3536	-3.4366	59.8675
-1.4184	-3.4953	59.5228
-1.4676	-3.5068	59.3276
-1.4738	-3.4956	59.1966
-1.4352	-3.4636	58.9951
-1.4007	-3.4713	58.9154
-1.2997	-3.4859	58.7565
-1.1282	-3.5050	58.5505
-1.0075	-3.5139	58.4141
-0.8247	-3.5415	58.2087
-0.5182	-3.6006	57.8481
-0.4433	-3.6181	57.7482
-0.2532	-3.6629	57.4705
-0.0106	-3.7178	57.0177
0.1018	-3.7495	56.7696
0.1741	-3.7742	56.5925
0.3465	-3.8260	56.0195
0.3762	-3.8342	55.8706
0.4177	-3.8519	55.5621
0.4625	-3.8795	55.1015
0.4779	-3.8902	54.8824
0.4840	-3.8919	54.7499
0.5098	-3.8950	54.3100
0.5255	-3.8994	54.1846
0.5684	-3.9118	53.9217
0.6320	-3.9297	53.6135
0.6836	-3.9409	53.3798
0.7238	-3.9500	53.2122
0.8234	-3.9728	52.8628
0.8598	-3.9822	52.7375
0.9196	-4.0000	52.5397
0.9972	-4.0201	52.2725
1.0545	-4.0339	52.0629
1.0964	-4.0449	51.9071
1.1707	-4.0631	51.6045
1.1916	-4.0697	51.5058
1.2307	-4.0823	51.3047
1.2708	-4.0952	51.0818
1.3028	-4.1070	50.9325
1.3269	-4.1142	50.8299
1.3933	-4.1275	50.6185
1.4283	-4.1372	50.5079
1.4481	-4.1424	50.4370
1.5136	-4.1549	50.2039
1.5324	-4.1593	50.1324
1.5661	-4.1720	49.9954
1.6068	-4.1946	49.7904
1.6218	-4.2017	49.7100
1.6345	-4.2073	49.6258
1.6507	-4.2199	49.4325
1.6582	-4.2225	49.3049
1.6677	-4.2275	49.1794
1.6939	-4.2338	48.9492
1.7037	-4.2376	48.8444
1.7146	-4.2412	48.7403
1.7422	-4.2446	48.4867
1.7549	-4.2433	48.3644
1.7683	-4.2451	48.2156
1.7818	-4.2486	47.9261
1.7913	-4.2531	47.7797
1.7983	-4.2568	47.6845
1.8133	-4.2627	47.4119
1.8203	-4.2659	47.2201
1.8236	-4.2699	47.0787
1.8294	-4.2793	46.8293
1.8320	-4.2840	46.7381
1.8338	-4.2852	46.6325
1.8274	-4.2894	46.3656
1.8225	-4.2935	46.2262
1.8176	-4.2962	46.0964
1.8118	-4.3051	45.8717
1.7998	-4.3090	45.7626
1.7856	-4.3164	45.6613
1.7634	-4.3249	45.4505
1.7517	-4.3283	45.3505
1.7370	-4.3297	45.2557
1.7086	-4.3303	45.0675
1.7010	-4.3321	44.9642
1.6954	-4.3328	44.8653
1.6867	-4.3334	44.7245
1.6806	-4.3320	44.6299
1.6806	-4.3329	44.5562
1.6840	-4.3394	44.4196
1.6831	-4.3429	44.3491
1.6785	-4.3473	44.2964
1.6675	-4.3506	44.1926
1.6677	-4.3511	44.1263
1.6726	-4.3534	44.0417
1.6857	-4.3556	43.8840
1.6931	-4.3562	43.8159
1.7015	-4.3555	43.7485
1.7258	-4.3552	43.6149
1.7348	-4.3568	43.5686
1.7461	-4.3581	43.4852
1.7583	-4.3592	43.3564
1.7642	-4.3604	43.2903
1.7675	-4.3619	43.2427
1.7811	-4.3649	43.0306
1.7840	-4.3645	42.9754
1.7918	-4.3607	42.8878
1.8143	-4.3594	42.7442
1.8212	-4.3572	42.6596
1.8275	-4.3581	42.6129
1.8327	-4.3549	42.4275
1.8332	-4.3473	42.3829
1.8586	-4.3430	42.3082
1.8902	-4.3374	42.1921
1.9106	-4.3351	42.1495
1.9544	-4.3453	42.0608
2.0100	-4.3340	41.8467
2.0335	-4.3238	41.7638
2.0669	-4.3200	41.6817
2.1815	-4.3335	41.4015
2.2204	-4.3372	41.2496
2.2508	-4.3491	41.0973
2.2815	-4.3832	40.8191
2.2748	-4.3994	40.6579
2.2329	-4.4176	40.4842
2.1486	-4.4440	40.2816
2.1092	-4.4475	40.2352
2.0242	-4.4473	40.2022
1.8650	-4.4200	40.3270
1.7211	-4.3622	40.5630
1.6277	-4.3335	40.7957
1.5549	-4.2961	41.1765
1.5718	-4.2941	41.2513
1.6874	-4.3038	41.2611
1.8765	-4.2917	41.2332
2.0365	-4.2934	41.2213
2.1682	-4.2915	41.2434
2.5393	-4.2606	41.3441
2.7149	-4.2439	41.3794
3.0396	-4.2202	41.4218
4.1194	-4.1678	41.3970
4.7036	-4.1377	41.3446
5.3551	-4.1056	41.2686
6.8241	-4.0274	41.0964
7.3707	-3.9993	41.0304
8.4071	-3.9617	40.8812
10.0584	-3.9017	40.6122
11.5033	-3.8443	40.3750
12.2664	-3.8168	40.2466
15.1664	-3.7144	39.6804
16.0561	-3.6814	39.5201
17.8987	-3.6011	39.1838
20.3606	-3.4978	38.6992
22.4395	-3.4044	38.2482
24.0196	-3.3324	37.8667
26.7006	-3.2018	37.3067
28.3385	-3.1109	36.9792
30.5774	-2.9677	36.5570
33.4938	-2.7930	36.0551
35.8989	-2.6510	35.5280
37.7090	-2.5414	35.2251
41.3867	-2.3028	34.5102
42.6418	-2.2269	34.2802
44.8490	-2.0822	33.8723
48.0847	-1.8798	33.1029
50.6661	-1.7059	32.5411
52.5985	-1.5627	32.0935
55.8502	-1.3004	31.4414
58.5176	-1.0658	30.8897
60.5722	-0.8807	30.3907
64.7440	-0.4733	29.5142
66.8850	-0.2498	29.0038
69.0647	-0.0093	28.5246
73.5610	0.4814	27.4630
75.8219	0.7341	26.9486
77.3435	0.9016	26.6084
82.8379	1.4847	25.3520
85.2788	1.7351	24.8159
87.7712	1.9931	24.2584
92.8308	2.5242	23.2137
95.4370	2.8073	22.7169
97.1944	3.0004	22.3885
103.0608	3.6350	21.3966
105.8250	3.9454	20.9810
108.5922	4.2452	20.5848
114.1905	4.8364	19.8637
117.0055	5.1266	19.5582
118.9042	5.3204	19.3553
125.6022	5.9740	18.7519
128.4998	6.2370	18.5234
131.3702	6.4809	18.2920
137.1107	6.9296	17.8750
139.9964	7.1333	17.6943
141.9186	7.2611	17.5780
