-0.0074	-0.0300	0.0358
-0.0072	-0.0252	0.0399
-0.0090	-0.0300	0.0384
-0.0033	-0.0283	0.0282
-0.0022	-0.0284	0.0392
-0.0018	-0.0278	0.0371
-0.0064	-0.0286	0.0321
-0.0036	-0.0275	0.0376
-0.0104	-0.0340	0.0558
-0.0111	-0.0368	0.0681
-0.0078	-0.0349	0.0637
-0.0070	-0.0335	0.0621
-0.0104	-0.0369	0.0846
-0.0057	-0.0387	0.0617
0.0024	-0.0499	0.0520
0.0006	-0.0637	0.0742
-0.0381	-0.0831	0.0790
-0.0079	-0.0237	0.0506
-0.0058	-0.0310	0.0932
-0.0051	-0.0923	0.1460
0.0017	-0.1092	0.1847
-0.0133	-0.0938	0.1724
-0.0205	-0.1287	0.1688
-0.0141	-0.0922	0.1256
-0.0165	-0.0723	0.1143
-0.0272	-0.0771	0.0700
-0.0361	-0.0684	0.0641
-0.0343	-0.0728	0.0807
-0.0464	-0.0914	0.1108
-0.0506	-0.1072	0.1409
-0.0274	-0.0898	0.1054
-0.0076	-0.0392	0.0851
0.0056	-0.0403	0.0499
0.0110	-0.0613	0.0686
-0.0202	-0.0478	0.0645
-0.0216	-0.0353	0.0593
-0.0090	-0.0441	-0.0042
-0.0311	-0.0397	0.0828
-0.0592	-0.0621	0.0371
-0.0294	-0.1035	0.0500
-0.0206	-0.1211	0.0155
-0.0089	-0.1154	-0.0296
-0.0344	-0.1072	0.0455
-0.0175	-0.1090	0.0665
-0.0114	-0.1178	0.0247
-0.0364	-0.1317	0.0714
0.0116	-0.0321	-0.0781
0.0263	0.1488	-0.0693
0.2345	0.3826	0.1047
0.0746	0.2712	-0.1083
-0.0722	0.2833	-0.0658
0.2040	0.0489	-0.0915
-0.1144	-0.0678	-0.1273
-0.1623	0.1879	-0.0963
-0.0255	0.3157	0.0390
-0.0288	0.2094	0.0195
-0.0574	0.1140	0.0356
-0.0305	0.0467	0.0387
-0.0217	0.1691	0.0274
-0.0419	0.1714	0.1265
-0.0121	0.1032	0.0552
-0.0404	0.1138	0.0414
